name,imageFileName,type1color,type1file,type2color,type2file,megafile,movefile,forms,evolutions,move,type1,type2,ability,attack1fill,attack1color,attack1size,attack1range,attack1name,attack1power,attack1effect,attack2fill,attack2color,attack2size,attack2range,attack2name,attack2power,attack2effect,attack3fill,attack3color,attack3size,attack3range,attack3name,attack3power,attack3effect,attack4fill,attack4color,attack4size,attack4range,attack4name,attack4power,attack4effect,attack5fill,attack5color,attack5size,attack5range,attack5name,attack5power,attack5effect,attack6fill,attack6color,attack6size,attack6range,attack6name,attack6power,attack6effect,attack7fill,attack7color,attack7size,attack7range,attack7name,attack7power,attack7effect,attack8fill,attack8color,attack8size,attack8range,attack8name,attack8power,attack8effect,attack9fill,attack9color,attack9size,attack9range,attack9name,attack9power,attack9effect
Rowlet,Sprites/722MS.png,LawnGreen,TypeLabels/Grass.png,RoyalBlue,TypeLabels/Flying.png,,mp3.png,,Dartrix,3,Grass,Flying,Rapid Approach> All of the Blue Attacks of this Pokemon's battle opponents become Misses.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",15,17,Leafage,40,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,19,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",5,24,Sucker Punch,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartrix,Sprites/723MS.png,LawnGreen,TypeLabels/Grass.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,Decidueye,2,Grass,Flying,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,16,Leaf Blade,50+,"Spin again - if Leaf Blade is spun, it deals +50 damage","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Swinging Throw,★,"Spin for an opposing Pokemon within 2 steps. If the result is anything other than a Blue Attack, knock it out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decidueye,Sprites/724MS.png,LawnGreen,TypeLabels/Grass.png,DarkViolet,TypeLabels/Ghost.png,,mp2.png,,,2,Grass,Ghost,"Entry Shot> When this Pokemon moves from the bench to the field, or appears as an evolution, spin for each opposing Pokemon on an entry point. If a Purple Attack is spun, knock that opposing Pokemon out.
Infiltrator> This Pokemon can MP move through other Pokemon on the field.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",8,9,Phantom Arrow,90,"An opposing Pokemon adjacent to the battle opponent spins. If it spins a Purple Attack, it is knocked out.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,17,Spirit Shackle,120,The battle opponent gains Wait 5,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,24,Grass Knot,30,"If the battle opponent's Attack is 120 damage or higher, the opponent is knocked out instead of this Pokemon",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litten,Sprites/725MS.png,Red,TypeLabels/Fire.png,,,,mp3.png,,Torracat,3,Fire,,Fire Alert> The battle opponent's Gold Attacks become Misses,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",15,17,Ember,40,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,19,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,24,Scary Face,★,The battle opponent is knocked 1 step back (the battle opponent chooses the point) and gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torracat,Sprites/726MS.png,Red,TypeLabels/Fire.png,,,,mp3.png,,Incineroar,3,Fire,,"Fire Bell> If this Pokemon is knocked out, all Grass-type Pokemon within two steps become burned.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,16,Playful Punch,40,Knocks the battle opponent back as far as it can move in a straight line. The battle opponent gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,18,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Fake Out,★★★,This Pokemon switches places with its battle opponent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incineroar,Sprites/727MS.png,Red,TypeLabels/Fire.png,Black,TypeLabels/Dark.png,,mp2.png,,,2,Fire,Dark,Bust In> This Pokemon can MP move from the bench past Ghost-type Pokemon and Pokemon affected by special conditions.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Darkest Lariat,130,"If the battle opponent is knocked out, move the Pokemon adjacent to the battle opponent (excluding this one) to their bench","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,14,Suplex,★★,Moves the battle opponent to a point one step behind this Pokemon. The battle opponent gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,21,Flare Blitz,80,"If this Pokemon is knocked out, the battle opponent becomes burned","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popplio,Sprites/728MS.png,LightSeaGreen,TypeLabels/Water.png,,,,mp3.png,,Brionne,3,Water,,Balloon Trick> All the Purple Attacks of battle opponents of this Pokemon become Misses.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,8,Sing,★,The battle opponent falls asleep,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,18,Water Gun,40,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,20,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brionne,Sprites/729MS.png,LightSeaGreen,TypeLabels/Water.png,,,,mp2.png,,Primarina,2,Water,,"Proactive> In battles on your turn, this Pokemon deals +20 damage.
Speed Booster> If this Pokemon as evolved, this Pokemon gains +1 MP.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,9,Balloon Dance,★★,Opposing Pokemon on the field spin. Those that spin a Purple Attack gain Wait,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",10,19,Aqua Jet,50,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,20,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",4,24,Sing,★,The battle opponent falls asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primarina,Sprites/730MS.png,LightSeaGreen,TypeLabels/Water.png,DeepPink,TypeLabels/Fairy.png,,mp2.png,,,2,Water,Fairy,"Open Sea Singer> If this Pokemon is not affected by a special condition, while this Pokemon is on the field, the effect of Round becomes> Damage is multiplied by the number of your own Pokemon on the field that also have Round or Sing","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",5,6,Aqua Jet,70,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,14,Sparkling Aria,139,Removes the burned condition from all Pokemon. Fire-type Pokemon on the field spin. Those that spin White Attacks gain Wait 3,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,19,Balloon Fight,,"In this Pokemon's next battle, it cannot be knocked out","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,24,Sing,★,The battle opponent falls asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grubbin,Sprites/736MS.png,YellowGreen,TypeLabels/Bug.png,,,,mp2.png,,Charjabug,2,Bug,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,8,Dig,★★,You can move this Pokemon to an open slot next to an adjacent figure (or adjacent figures in successon to the first).,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,14,Protect,,This Pokemon gains Wait.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,22,Bug Bite,30,"Return the battle opponent to its start-of-the-duel state, excluding evolution and any special conditions.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charjabug,Sprites/737MS.png,YellowGreen,TypeLabels/Bug.png,Yellow,TypeLabels/Electric.png,,mp1.png,,Vikavolt,1,Bug,Electric,Battery> Your Electric-type Pokemon next to this Pokemon gain +1 MP (to a maximum of MP3).,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Light Screen,★★★,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",8,15,Protect,,This Pokemon gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,22,Mud Shot,60,Attach MP-1 marker to battle opponent,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikavolt,Sprites/738MS.png,YellowGreen,TypeLabels/Bug.png,Yellow,TypeLabels/Electric.png,,mp2.png,,,2,Bug,Electric,"Spark Noise> When this Pokemon moves from the bench to the field, the Pokemon on the opponent's bench spin. Pokemon that spin a Purple Attack gain Wait.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Air Slash,70,The battle opponent gains Wait,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,7,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,15,Zap Cannon,120,"The battle opponent, and the Pokemon in a straight line directly behind it, become paralyzed. Those Pokemon gain Wait","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,16,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,22,Volt Switch,★,This Pokemon switches with a Pokemon on your bench or in your P.C.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
"Oricorio, Baile",Sprites/741MS.png,Red,TypeLabels/Fire.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Fire,Flying,"Baile> When this Pokemon is on the field, your Fire-type Pokemon deal +1 damage for each Fire-type Pokemon on the field.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Air Slash,60,The battle opponent gains Wait,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,15,Passionate Dance,★★,You may choose one of your Pokemon on the bench and evolve it. The battle opponent gains Wait.,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,21,Roost,,"This Pokemon recovers from all status effects. In exchange, it must then Wait 3.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oricorio, Pa'u",Sprites/741PaMS.png,HotPink,TypeLabels/Psychic.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Psychic,Flying,"Pa'u> When this Pokemon is on the field, your Psychic-type Pokemon deal +1 damage for each Psychic-type Pokemon on the field.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Air Cutter,50,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",9,15,Alluring Dance,★★,The battle opponent and opposing Pokemon adjacent to it become confused,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,21,Roost,,"This Pokemon recovers from all status effects. In exchange, it must then Wait 3.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oricorio, Pom-Pom",Sprites/741PoMS.png,Yellow,TypeLabels/Electric.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Electric,Flying,"Pom-Pom> When this Pokemon is on the field, your Electric-type Pokemon deal +1 damage for each Electric-type Pokemon on the field.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Air Slash,60,The battle opponent gains Wait,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,15,Welcome Dance,★★,You may move one Pokemon that is on your bench within its MP range. The moved Pokemon gains Wait,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,21,Roost,,"This Pokemon recovers from all status effects. In exchange, it must then Wait 3.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oricorio, Sensu",Sprites/741SeMS.png,DarkViolet,TypeLabels/Ghost.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Ghost,Flying,"Sensu> When this Pokemon is on the field, your Ghost-type Pokemon deal +1 damage for each Ghost-type Pokemon on the field.
Infiltrator> This Pokemon can MP move through other Pokemon on the field.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,9,Peck,20,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,15,Refined Dance,50,"The battle opponent gains Wait 3. If this Pokemon is knocked out, the battle opponent gains a Curse marker","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,21,Roost,,"This Pokemon recovers from all status effects. In exchange, it must then Wait 3.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockruff,Sprites/744MS.png,Sienna,TypeLabels/Rock.png,,,,mp3.png,,"Lycanroc, Midnight; Lycanroc, Midday; Lycanroc, Dusk",3,Rock,,"Loyalty> At the start of your turn, if this Pokemon is on the field, it may move to the bench. You can use this Pokemon immediately.
Speed Booster> If this Pokemon as evolved, this Pokemon gains +1 MP.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,3,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,9,Paw,70,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,11,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",13,24,Rock Throw,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lycanroc, Midnight",Sprites/745MnMS.png,Sienna,TypeLabels/Rock.png,,,,mp2.png,,,2,Rock,,"Antagonism> This Pokemon spins when it attacks its battle opponent. If it spins a miss, your turn ends (in which case, a battle does not occur).
Speed Booster> If this Pokemon has evolved, this Pokemon gains +1 MP.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,5,Roar,★★,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,6,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,10,Counter,0,"If the battle opponent's Attack is 20 or more, the opponent is knocked out instead of this Pokemon","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,17,Stone Edge,90,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,22,Stealth Hit,,This Pokemon can jump over its battle opponent and land 1 step away,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
"Lycanroc, Midday",Sprites/745MS.png,Sienna,TypeLabels/Rock.png,,,,mp2.png,,,2,Rock,,"Loyalty> At the start of your turn, if this Pokemon is on the field, it may move to the bench. You can use this Pokemon immediately.
Speed Booster> If this Pokemon as evolved, this Pokemon gains +1 MP.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,5,Roar,★★,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,6,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,15,Stone Edge,100,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,23,Accelerock,60,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,
Mareanie,Sprites/747MS.png,MediumVioletRed,TypeLabels/Poison.png,LightSeaGreen,TypeLabels/Water.png,,mp2.png,,Toxapex,2,Poison,Water,"Indiscriminate Poison> When this Pokemon is on the field, Pokemon that are not Poison-type Pokemon or Steel-type Pokemon deal 10 less damage.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Sludge Bomb,20,"If this Pokemon is knocked out, all Pokemon within 2 steps become poisoned","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,14,Poison Sting,★,The battle opponent becomes poisoned,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,21,Spike Cannon,30x,Spin again until Spike Cannon does not land - damage is multiplied by the number of Spike Cannon spins,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxapex,Sprites/748MS.png,MediumVioletRed,TypeLabels/Poison.png,LightSeaGreen,TypeLabels/Water.png,,mp1.png,,,1,Poison,Water,"Poisonous Bunker> This Pokemon cannot be moved by the Attacks of other Pokemon. Grass-type as well as Fairy-type Pokemon cannot pass by this Pokemon by means of the effects of their Abilities. When this Pokemon is on the field, the effects of Abilities of poisoned and noxious Pokemon that allow passing by other Pokemon are nullified.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Venoshock,150,Deals x2 damage if the battle opponent is poisoned or noxious,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,9,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,13,Baneful Bunker,,The battle opponent becomes poisoned,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,14,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,21,Poison Shower,★★★,The battle opponent becomes noxious. All poisoned Pokemon become noxious,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,24,Baneful Bunker,,The battle opponent becomes poisoned,,,,,,,,,,,,,,,,,,,,,
Fomantis,Sprites/753MS.png,LawnGreen,TypeLabels/Grass.png,,,,mp2.png,,Lurantis,2,Grass,,"Greenhouse> If this Pokemon is on the field and is not affected by a special condition, your MP1 Grass-type Pokemon on the field gain +1 MP.
Grounding> This Pokemon cannot be paralyzed.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,5,Grass Knot,20,"If the battle opponent's Attack is 120 damage or higher, the opponent is knocked out instead of this Pokemon","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,7,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,14,Synthesis,★,"While they are on the field, your Grass-type Pokemon deal +20 damage to the battle opponent","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,16,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,21,Grass Knot,20,"If the battle opponent's Attack is 120 damage or higher, the opponent is knocked out instead of this Pokemon","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,
Lurantis,Sprites/754MS.png,LawnGreen,TypeLabels/Grass.png,,,,mp2.png,,,2,Grass,,"Green Power> If this Pokemon is on the field and is not affected by a special condition, your Grass-type Pokemon deal +5 damage for each Grass-type Pokemon on the field.
Grounding> This Pokemon cannot be paralyzed.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",13,15,Solar Blade,120,"If the battle opponent has Wait, the battle opponent is knocked out instead of this Pokemon","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,17,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,24,Petal Blizzard,90,All opposing Pokemon on the field spin. Those that spin a Miss are knocked out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelull,Sprites/755MS.png,LawnGreen,TypeLabels/Grass.png,DeepPink,TypeLabels/Fairy.png,,mp2.png,,Shiinotic,2,Grass,Fairy,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Moonblast,20,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",8,15,Spore,,The battle opponent falls asleep,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,22,Thunder Wave,★★,The battle opponent becomes paralyzed,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiinotic,Sprites/756MS.png,LawnGreen,TypeLabels/Grass.png,DeepPink,TypeLabels/Fairy.png,,mp1.png,,,1,Grass,Fairy,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Dazzling Gleam,100,"Opposing Pokemon adjacent to this Pokemon spin, and if they spin a Gold Attack then they are knocked out","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",10,16,Spore,,The battle opponent falls asleep,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,22,Strength Sap,★★,"Attaches a Full marker to this Pokemon. While that marker is attached to it, this Pokemon is not knocked out by damage from White Attacks. The Marker and any special conditions affecting this Pokemon are removed instead of it being knocked out","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salandit,Sprites/757MS.png,MediumVioletRed,TypeLabels/Poison.png,Red,TypeLabels/Fire.png,,mp3.png,,Salazzle,3,Poison,Fire,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,14,Sludge Bomb,50,"If this Pokemon is knocked out, all Pokemon within 2 steps become poisoned","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Clinging Gas,★,Poisons and attaches a Clinging Gas marker to an opposing Pokemon within 2 steps. The effects of Abilities of Pokemon with that marker that decrease Attack damage are nullified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salazzle,Sprites/758MS.png,MediumVioletRed,TypeLabels/Poison.png,Red,TypeLabels/Fire.png,,mp2.png,,,2,Poison,Fire,"Speed Booster> When this Pokemon evolves, it will gain +1 MP","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,8,Toxic,★,The battle opponent becomes noxious,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,14,Clinging Gas,★,Poisons and attaches a Clinging Gas marker to an opposing Pokemon within 2 steps. The effects of Abilities of Pokemon with that marker that decrease Attack damage are nullified,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,24,Venoshock,100,Deals x2 damage if the battle opponent is poisoned or noxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stufful,Sprites/759MS.png,DarkGray,TypeLabels/Normal.png,,,,mp2.png,,Bewear,2,Normal,,Fluffy> The damage dealt to this Pokemon by its battle opponents (excluding Fire-type Pokemon) is cut in half.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,16,Wave Arms,40,The battle opponent is moved to the bench and gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,18,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,24,Flail,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bewear,Sprites/760MS.png,DarkGray,TypeLabels/Normal.png,Maroon,TypeLabels/Fighting.png,,mp2.png,,,2,Normal,Fighting,Fluffy> The damage dealt to this Pokemon by its battle opponents (excluding Fire-type Pokemon) is cut in half.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,12,Wave Arms,60,The battle opponent is moved to the bench and gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,14,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Bear Hug,50,"The battle opponent spins. If it spins a Blue Attack, it is knocked out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bounsweet,Sprites/761MS.png,LawnGreen,TypeLabels/Grass.png,,,,mp2.png,,Steenee,2,Grass,,"Refreshing Aroma> When this Pokemon moves from the bench to the field, remove any special conditions from all of your Pokemon on the field.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,6,Mystery Scent,★★,You may choose one of your Pokemon on the field and evolve it.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,16,Rapid Spin,40x,Spin again until Rapid Spin does not land - damage is multiplied by the number of Rapid Spin spins.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,22,Sweet Scent,★,One Pokemon within 3 steps' range is drawn 1-2 steps closer to this Pokemon and gains Wait.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
